"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","pcpixelcb",,,,"User:","pixel_dev"
"Cmdline:","dstat -Tmc --top-cpu --cpufreq --output systemstats.csv",,,,"Date:","19 Mar 2015 15:52:03 CET"

"epoch","memory usage",,,,"total cpu usage",,,,,,"most expensive","frequency",,,
"epoch","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","cpu process","cpu0","cpu1","cpu2","cpu3"
1426776723.128,741588992.0,234610688.0,2420797440.0,4868554752.0,1.888,0.388,97.673,0.041,0.000,0.009,gnome-system-monitor / 0%,0.000,0.000,0.000,0.000
1426776724.129,741539840.0,234610688.0,2420801536.0,4868599808.0,1.496,0.249,98.254,0.0,0.0,0.0,gnome-system-monitor / 1%,47.045,47.045,47.045,47.045
1426776725.129,741613568.0,234610688.0,2420801536.0,4868526080.0,1.496,0.499,98.005,0.0,0.0,0.0,gnome-system-monitor / 1%,47.045,47.045,47.045,47.045
1426776726.129,741470208.0,234610688.0,2420801536.0,4868669440.0,1.259,0.0,98.741,0.0,0.0,0.0,gnome-system-monitor / 0%,47.045,100.0,47.045,47.045
1426776727.129,741453824.0,234610688.0,2420801536.0,4868685824.0,1.750,0.250,98.0,0.0,0.0,0.0,gnome-system-monitor / 1%,47.045,47.045,47.045,47.045
1426776728.129,741605376.0,234610688.0,2420801536.0,4868534272.0,1.750,0.500,97.750,0.0,0.0,0.0,gnome-system-monitor / 1%,47.045,47.045,47.045,47.045
1426776729.129,741642240.0,234614784.0,2420801536.0,4868493312.0,1.750,0.250,97.500,0.500,0.0,0.0,gnome-system-monitor / 1%,47.045,100.0,47.045,47.045
1426776730.129,741392384.0,234614784.0,2420801536.0,4868743168.0,1.995,0.249,97.756,0.0,0.0,0.0,gnome-system-monitor / 1%,47.045,47.045,47.045,47.045
1426776731.129,741351424.0,234614784.0,2420801536.0,4868784128.0,1.750,0.0,98.250,0.0,0.0,0.0,gnome-system-monitor / 1%,47.045,47.045,47.045,47.045
1426776732.129,741412864.0,234614784.0,2420801536.0,4868722688.0,1.504,0.251,98.246,0.0,0.0,0.0,gnome-system-monitor / 1%,47.045,100.0,47.045,47.045
1426776733.129,741351424.0,234614784.0,2420801536.0,4868784128.0,1.508,0.251,98.241,0.0,0.0,0.0,gnome-system-monitor / 1%,47.045,47.045,47.045,47.045
1426776734.129,741449728.0,234614784.0,2420801536.0,4868685824.0,1.504,0.251,98.246,0.0,0.0,0.0,gnome-system-monitor / 1%,47.045,47.045,47.045,47.045


"Host:","pcpixelcb",,,,"User:","pixel_dev"
"Cmdline:","dstat -Tmc --top-cpu --cpufreq --output systemstats.csv",,,,"Date:","19 Mar 2015 15:54:02 CET"

"epoch","memory usage",,,,"total cpu usage",,,,,,"most expensive","frequency",,,
"epoch","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","cpu process","cpu0","cpu1","cpu2","cpu3"
1426776842.726,766341120.0,234811392.0,2424942592.0,4839456768.0,1.888,0.388,97.673,0.041,0.000,0.009,X / 0%,0.000,0.000,0.000,0.000
1426776843.727,766337024.0,234811392.0,2424946688.0,4839456768.0,0.501,0.0,99.499,0.0,0.0,0.0,compiz / 0%,47.045,100.0,47.045,47.045
1426776844.727,766377984.0,234811392.0,2424946688.0,4839415808.0,0.503,0.251,99.246,0.0,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776845.727,767131648.0,234811392.0,2418225152.0,4845383680.0,0.501,0.251,99.248,0.0,0.0,0.0,psi46master.py / 0%,47.045,100.0,47.045,47.045
1426776846.727,767131648.0,234811392.0,2418225152.0,4845383680.0,0.501,0.501,98.997,0.0,0.0,0.0,compiz / 0%,47.045,100.0,47.045,47.045
1426776847.727,767254528.0,234815488.0,2418225152.0,4845256704.0,3.778,0.0,95.970,0.252,0.0,0.0,python2 / 3%,47.045,100.0,47.045,47.045
1426776848.727,767127552.0,234815488.0,2418225152.0,4845383680.0,0.251,0.501,99.248,0.0,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776849.727,767127552.0,234815488.0,2418225152.0,4845383680.0,0.748,0.499,98.753,0.0,0.0,0.0,gnome-settings-daemon / 0%,47.045,100.0,47.045,47.045
1426776850.727,767225856.0,234815488.0,2418126848.0,4845383680.0,0.752,0.251,98.997,0.0,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776851.727,767225856.0,234815488.0,2418126848.0,4845383680.0,0.252,0.0,99.748,0.0,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776852.727,767225856.0,234815488.0,2418126848.0,4845383680.0,0.748,0.249,98.753,0.0,0.0,0.249,python2 / 0%,47.045,100.0,47.045,47.045
1426776853.727,767098880.0,234815488.0,2418126848.0,4845510656.0,0.252,0.0,99.244,0.504,0.0,0.0,compiz / 0%,47.045,100.0,47.045,47.045
1426776854.727,767094784.0,234815488.0,2418130944.0,4845510656.0,0.748,0.499,98.753,0.0,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776855.727,767094784.0,234815488.0,2418130944.0,4845510656.0,3.015,1.005,95.980,0.0,0.0,0.0,python2 / 3%,47.045,100.0,47.045,47.045
1426776856.727,767160320.0,234815488.0,2417303552.0,4846272512.0,0.501,0.251,99.248,0.0,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776857.727,767160320.0,234815488.0,2417303552.0,4846272512.0,0.501,0.251,99.248,0.0,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776858.727,767160320.0,234815488.0,2417303552.0,4846272512.0,0.503,0.0,99.497,0.0,0.0,0.0,kworker/u8:0 / 0%,47.045,100.0,47.045,47.045
1426776859.727,767156224.0,234819584.0,2417303552.0,4846272512.0,0.501,0.501,98.496,0.501,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776860.727,767123456.0,234819584.0,2417303552.0,4846305280.0,0.503,0.251,99.246,0.0,0.0,0.0,psi46master.py / 0%,47.045,100.0,47.045,47.045
1426776861.727,767123456.0,234819584.0,2417303552.0,4846305280.0,0.754,0.0,99.246,0.0,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776862.727,767123456.0,234819584.0,2417303552.0,4846305280.0,0.251,0.501,99.248,0.0,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776863.727,767123456.0,234819584.0,2417303552.0,4846305280.0,3.518,0.251,96.231,0.0,0.0,0.0,python2 / 3%,47.045,100.0,47.045,47.045
1426776864.727,767344640.0,234823680.0,2417303552.0,4846080000.0,0.504,0.252,95.718,3.526,0.0,0.0,psi46master.py / 0%,47.045,100.0,47.045,47.045
1426776865.727,767344640.0,234823680.0,2417303552.0,4846080000.0,0.0,0.252,99.748,0.0,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776866.727,767344640.0,234823680.0,2417303552.0,4846080000.0,0.251,0.251,99.248,0.0,0.0,0.251,psi46master.py / 0%,47.045,100.0,47.045,47.045
1426776867.727,767344640.0,234823680.0,2417303552.0,4846080000.0,0.503,0.0,99.497,0.0,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776868.727,767344640.0,234823680.0,2417303552.0,4846080000.0,0.500,0.500,99.0,0.0,0.0,0.0,irqbalance / 0%,47.045,100.0,47.045,47.045
1426776869.727,767340544.0,234827776.0,2417303552.0,4846080000.0,0.252,0.0,98.992,0.756,0.0,0.0,python2 / 0%,47.045,47.045,47.045,47.045
1426776870.727,767340544.0,234827776.0,2417303552.0,4846080000.0,3.759,0.752,95.489,0.0,0.0,0.0,python2 / 3%,47.045,100.0,47.045,47.045
1426776871.727,767340544.0,234827776.0,2417303552.0,4846080000.0,0.251,0.0,99.749,0.0,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776872.727,767340544.0,234827776.0,2417303552.0,4846080000.0,0.501,0.251,99.248,0.0,0.0,0.0,psi46master.py / 0%,47.045,100.0,47.045,47.045
1426776873.727,767340544.0,234827776.0,2417303552.0,4846080000.0,0.501,0.251,99.248,0.0,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776874.727,767332352.0,234835968.0,2417303552.0,4846080000.0,0.252,0.0,98.489,1.259,0.0,0.0,psi46master.py / 0%,47.045,100.0,47.045,47.045
1426776875.727,767332352.0,234835968.0,2417303552.0,4846080000.0,0.251,0.251,99.497,0.0,0.0,0.0,psi46master.py / 0%,47.045,100.0,47.045,47.045
1426776876.727,767332352.0,234835968.0,2417303552.0,4846080000.0,0.503,0.251,99.246,0.0,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776877.727,767332352.0,234835968.0,2417303552.0,4846080000.0,0.0,0.252,99.748,0.0,0.0,0.0,python2 / 0%,47.045,100.0,47.045,47.045
1426776878.727,767332352.0,234835968.0,2417303552.0,4846080000.0,3.509,0.752,95.739,0.0,0.0,0.0,python2 / 3%,47.045,100.0,47.045,47.045
1426776879.726,767332352.0,234835968.0,2417303552.0,4846080000.0,0.754,0.0,99.246,0.0,0.0,0.0,python2 / 0%,47.045,47.045,47.045,47.045
1426776880.727,767328256.0,234840064.0,2417303552.0,4846080000.0,0.504,0.0,99.244,0.252,0.0,0.0,python2 / 0%,47.045,47.045,100.0,47.045
1426776881.727,767328256.0,234840064.0,2417303552.0,4846080000.0,0.748,0.499,98.753,0.0,0.0,0.0,python2 / 0%,47.045,47.045,100.0,47.045
1426776882.727,767455232.0,234840064.0,2417303552.0,4845953024.0,0.504,0.0,99.496,0.0,0.0,0.0,python2 / 0%,47.045,47.045,100.0,47.045
1426776883.727,767455232.0,234840064.0,2417303552.0,4845953024.0,0.0,0.501,99.499,0.0,0.0,0.0,el_comandante.py / 0%,47.045,47.045,100.0,47.045
1426776884.727,767324160.0,234840064.0,2417307648.0,4846080000.0,0.503,0.0,99.497,0.0,0.0,0.0,python2 / 0%,47.045,47.045,100.0,47.045
1426776885.727,767324160.0,234840064.0,2417307648.0,4846080000.0,0.252,0.252,99.496,0.0,0.0,0.0,X / 0%,47.045,47.045,100.0,47.045
1426776886.727,767324160.0,234844160.0,2417303552.0,4846080000.0,2.757,1.253,95.489,0.501,0.0,0.0,python2 / 3%,47.045,47.045,100.0,47.045
1426776887.727,767320064.0,234844160.0,2417307648.0,4846080000.0,0.501,0.251,99.248,0.0,0.0,0.0,python2 / 0%,47.045,47.045,100.0,47.045
1426776888.727,767320064.0,234844160.0,2417307648.0,4846080000.0,0.503,0.251,99.246,0.0,0.0,0.0,psi46master.py / 0%,47.045,47.045,100.0,47.045
1426776889.727,767320064.0,234844160.0,2417307648.0,4846080000.0,0.252,0.0,99.748,0.0,0.0,0.0,python2 / 0%,47.045,47.045,100.0,47.045
1426776890.727,767320064.0,234844160.0,2417307648.0,4846080000.0,0.252,0.0,99.496,0.0,0.0,0.252,python2 / 0%,47.045,47.045,100.0,47.045
1426776891.727,767320064.0,234844160.0,2417307648.0,4846080000.0,1.247,0.249,97.756,0.748,0.0,0.0,gnome-terminal / 0%,73.508,47.045,100.0,47.045
1426776892.727,767320064.0,234844160.0,2417307648.0,4846080000.0,0.251,0.251,99.499,0.0,0.0,0.0,psi46master.py / 0%,47.045,47.045,100.0,47.045
1426776893.727,767320064.0,234844160.0,2417307648.0,4846080000.0,0.503,0.0,99.497,0.0,0.0,0.0,psi46master.py / 0%,47.045,47.045,100.0,47.045
1426776894.727,767221760.0,234844160.0,2417307648.0,4846178304.0,4.020,0.251,95.729,0.0,0.0,0.0,python2 / 3%,47.045,47.045,100.0,47.045
1426776895.727,767381504.0,234844160.0,2417307648.0,4846018560.0,0.501,0.251,99.248,0.0,0.0,0.0,python2 / 0%,47.045,47.045,100.0,47.045
1426776896.727,767381504.0,234844160.0,2417307648.0,4846018560.0,0.251,0.251,99.497,0.0,0.0,0.0,psi46master.py / 0%,47.045,47.045,100.0,47.045
1426776897.727,767377408.0,234848256.0,2417307648.0,4846018560.0,0.503,0.251,98.744,0.503,0.0,0.0,python2 / 0%,47.045,47.045,100.0,47.045
1426776898.727,767377408.0,234848256.0,2417307648.0,4846018560.0,0.251,0.251,99.497,0.0,0.0,0.0,compiz / 0%,47.045,47.045,47.045,47.045
